doi,title,year,citations,is_oa,type,source_journal,abstract,ASL,MWL,LD,LC,JD,HD,NCC,ncc_group,mean_citations
https://doi.org/10.1108/acmm-02-2014-1352,Failure investigation of an underground low voltage XLPE insulated cable,2015,62,False,article,Anti-Corrosion Methods and Materials,"Purpose – This paper aims to determine the effect of exposure of underground electrical cables to chemically contaminated water. Design/methodology/approach – Visual inspection and photography were carried out to record the appearance of electrical cables. Failed and un-failed cable samples were collected and analyzed using light microscopy, scanning electron microscopy coupled with energy-dispersive X-ray spectroscopy and Fourier transform infrared spectroscopy. Sand and water samples were chemically tested for contaminants. Findings – Underground low-voltage 0.6/1-kV cross-linked polyethene insulated cables belonging to a chemical production plant suffered failure after four years of service. Excavation of the cable trench revealed that the cables were buried in sand polluted with chemically contaminated water. The cables were discolored and covered with corrosion deposits. Experimental results indicated that the cable insulation was heavily degraded and the outer jacket of polyvinyl chloride exhibited cracks that had penetrated through its thickness. Water and sand surrounding the cable were found to have high concentrations of ammonia. Mechanical testing of the cables indicated high values of stiffness that could contribute to the formation of cracks at the surface. Practical implications – It was concluded that contamination in the water had degraded the cable, resulting in the development of a network of branched cracks within the cable insulation through which water could permeate, leading to eventual failure of the cable. Accelerated degradation took place due to exposure to the contaminated environment, which promoted aging and brittleness. Continued exposure of electric cables to contamination would lead to power failures and plant shutdowns. Originality/value – This paper provides an account of a failure investigation of low-voltage electrical cable buried underground. It discusses the role of contaminated environment in the eventual failure of electrical cable due to corrosion. This information will be useful for plant engineers and project managers working in any industry that makes use of chemicals.",17.88235294117647,6.980263157894737,0.6644736842105263,0.5493421052631579,0.01644736842105263,0.03289473684210526,6.477611940298508,2015,9.571428571428571
https://doi.org/10.1108/acmm-12-2023-2935,Prediction of flexural strength in FRP bar reinforced concrete beams through a machine learning approach,2024,41,False,article,Anti-Corrosion Methods and Materials,"Purpose The purpose of this study is to assess the incorporation of fiber reinforced polymer (FRP) bars in concrete as a reinforcement enhances the corrosion resistance in a concrete structure. However, FRP bars are not practically used due to a lack of standard codes. Various codes, including ACI-440-17 and CSA S806-12, have been established to provide guidelines for the incorporation of FRP bars in concrete as reinforcement. The application of these codes may result in over-reinforcement. Therefore, this research presents the use of a machine learning approach to predict the accurate flexural strength of the FRP beams with the use of 408 experimental results. Design/methodology/approach In this research, the input parameters are the width of the beam, effective depth of the beam, concrete compressive strength, FRP bar elastic modulus and FRP bar tensile strength. Three machine learning algorithms, namely, gene expression programming, multi-expression programming and artificial neural networks, are developed. The accuracy of the developed models was judged by R 2 , root means squared and mean absolute error. Finally, the study conducts prismatic analysis by considering different parameters. including depth and percentage of bottom reinforcement. Findings The artificial neural networks model result is the most accurate prediction (99%), with the lowest root mean squared error (2.66) and lowest mean absolute error (1.38). In addition, the result of SHapley Additive exPlanation analysis depicts that the effective depth and percentage of bottom reinforcement are the most influential parameters of FRP bars reinforced concrete beam. Therefore, the findings recommend that special attention should be given to the effective depth and percentage of bottom reinforcement. Originality/value Previous studies revealed that the flexural strength of concrete beams reinforced with FRP bars is significantly influenced by factors such as beam width, effective depth, concrete compressive strength, FRP bars’ elastic modulus and FRP bar tensile strength. Therefore, a substantial database comprising 408 experimental results considered for these parameters was compiled, and a simple and reliable model was proposed. The model developed in this research was compared with traditional codes, and it can be noted that the model developed in this study is much more accurate than the traditional codes.",19.61111111111111,6.7025495750708215,0.6770538243626062,0.45892351274787535,0.0113314447592068,0.025495750708215296,7.148296593186373,2024,5.735632183908046
https://doi.org/10.1108/acmm-12-2018-2042,Investigation of the effect of V<sub>2</sub>O<sub>5</sub> and Na<sub>2</sub>SO<sub>4</sub> melted salts on thermal barrier coatings under cyclic conditions,2019,36,False,article,Anti-Corrosion Methods and Materials,"Purpose Thermal barrier coatings (TBCs), which are used in high temperature applications of gas turbines, are damaged due to fuels and airborne minerals under working conditions. Stable zirconia coatings, which are usually used as topcoat materials in TBCs, are damaged by interacting at high temperatures with elements such as vanadium and sulfur from low quality fuels. The purpose of this paper is to see the failure mechanism of TBC systems after hot corrosion damages. Design/methodology/approach CoNiCrAlY metallic bond coatings of TBC samples were produced by cold gas dynamic spray method which is a new trend production method and stabilized zirconia ceramic top coating was produced by atmospheric plasma spray method. In total, 50% by weight of V 2 O 5 and 50% Na 2 SO 4 salt mixtures were placed on TBC samples and subjected to hot corrosion test at 1000°C. Findings Hot corrosion behaviors of TBC samples were examined by scanning electron microscopy, elemental mapping analysis, energy dispersive X-ray spectrometry analysis and X-ray diffraction analysis. TBC samples were damaged at the end of 12-h cycles. Originality/value The paper provides to understand the mechanism of hot corrosion of TBCs with cold sprayed metallic bond coat.",24.375,6.3076923076923075,0.7435897435897436,0.6153846153846154,0.02564102564102564,0.020512820512820513,3.945872801082544,2019,9.123456790123457
https://doi.org/10.1108/acmm-03-2024-2976,Synthesis and evaluation of Schiff base as corrosion inhibitor for carbon steel in 1 M HCl solution,2024,35,False,article,Anti-Corrosion Methods and Materials,"Purpose The main purpose of the present study is to introduce new Schiff bases as corrosion inhibitor for carbon steel in 1 M HCl. The inhibitory activity of Schiff base was also assessed. Design/methodology/approach 2,2′-((1Z,1′Z)-((2,2-dimethylpropane-1,3-diyl)bis(azanylylidene))bis(methanylylidene))diphenol was synthesized and it’s performance as an inhibitor was then investigated in 1 M HCl. The inhibition of this compound was studied and evaluated by the chemical methods of electrochemical impedance spectroscopy, electrochemical potential dynamic polarization and Atomic Force microscopy (AFM) method. The thermodynamics parameters were investigated for corrosion of carbon steel in both the absence and presence of Schiff base. Findings The results of the tests showed that this compound has a good performance as an inhibitor and the percentage of inhibition on steel corrosion will increase with increasing concentration and it will reach 70% in the presence of 2 × 10 −3 M of this inhibitor. Polarization tests indicated that this compound will act as a mixed inhibitor. Nyquist curves showed that the addition of this substance to the solution increased the charge transfer resistance and decreased the capacity of the double layer. The absorption of the new Schiff base on steel follows Langmuir adsorption isotherm, and the amount of free energy of adsorption indicates the spontaneous adsorption of this inhibitor. Using AFM investigations, the results of electrochemical methods were confirmed. Originality/value Incorporation of a new Schiff base into 1 M HCl is a promising approach for protecting the carbon steel against corrosive solution.",21.90909090909091,6.804979253112033,0.6473029045643154,0.5311203319502075,0.029045643153526972,0.012448132780082987,6.102204408817635,2024,5.735632183908046
https://doi.org/10.1108/acmm-04-2023-2796,Electrochemical evaluation of the anti-corrosion potential of selected amino acids on magnesium in aqueous sodium chloride solutions,2023,33,False,article,Anti-Corrosion Methods and Materials,"Purpose In line with current research efforts to develop eco-friendly strategies for corrosion mitigation, the purpose of this study is to appraise the anti-corrosion potential of selected amino acids on magnesium corrosion in sodium chloride solutions. Design/methodology/approach The corrosion inhibition of magnesium in aqueous solutions in the presence of benign, eco-friendly and readily available amino acids (alanine, arginine, histidine, lysine, proline) were evaluated using electrochemical methods. Findings Amino acids suppressed magnesium corrosion rate in aqueous sodium chloride solutions. The order of inhibition efficiency (%IE) was as follows: alanine &lt; arginine &lt; histidine &lt; lysine &lt; proline. The open circuit potential shift with respect to the blank was less than 0.085 V SCE , indicating that the amino acids are mixed-type corrosion inhibitors. In addition, the %IE of the amino acids was inversely proportional to the molecular weight. The results obtained indicate that the amino acids can serve as sustainable eco-friendly corrosion inhibitors for magnesium with the best inhibition efficiency attributed to proline with an efficiency of 85.1%. Originality/value New information on the application of amino acids as green sustainable corrosion inhibitors is provided herein.",18.4,6.989130434782608,0.7228260869565217,0.5597826086956522,0.03804347826086957,0.021739130434782608,4.2988505747126435,2023,7.676470588235294
https://doi.org/10.1108/acmm-06-2018-1955,Evaluation of environmentally friendly inhibitor for corrosion of mild steel in phosphoric acid solution: unconventional approach,2018,29,False,article,Anti-Corrosion Methods and Materials,"Purpose The purpose of this study is to investigate the corrosion inhibition of mild steel alloy in 2 M H 3 PO 4 solution by the pomegranate peel extract as a friendly inhibitor was studied at various temperatures, inhibitor concentrations and immersion times. Design/methodology/approach A weight loss method was used to evaluate the corrosion rate. The experimental Taguchi design method was used for the distribution of experiments. The experimental design gave results which were impossible to show graphically. However, this problem was solved effectively with the aid of regression analysis. Findings Corrosion rate increased with temperature according to Arrhenius equation. It was found that the efficiency of inhibition was increased with an increase in the concentration of inhibitor and immersion time. However, this diminishes with increased temperature. According to Langmuir isotherm, the inhibitor was adsorbed physically on steel surface. The negative sign of estimated heat of adsorption suggests a stable spontaneous inhibition process. Combination of mathematical and statistical analysis was proposed to demonstrate the results of corrosion rate with high correlation coefficients. In addition, Fourier transform infrared spectrometer examinations confirmed that the organic inhibitor consists of phenolic components as main materials. Originality/value Using unconventional approach for evaluation of environmentally friendly inhibitor for corrosion of mild steel in phosphoric acid solution.",16.153846153846153,7.119047619047619,0.7,0.5952380952380952,0.01904761904761905,0.04285714285714286,2.6087866108786613,2018,11.116279069767442
https://doi.org/10.1108/acmm-08-2022-2686,Electrochemical study on using aminated MIL–101(Cr) as corrosion inhibitor for mild steel in acidic environment,2022,25,False,article,Anti-Corrosion Methods and Materials,"Purpose The purpose of this paper is to confirm the importance of using metal–organic frameworks (MOFs) in the field of corrosion control due to their potential use as corrosion inhibitors. Design/methodology/approach NH2–MIL–101(Cr), an amine-functionalized chromium-based MOF [Cr(III)-MOF], was prepared by solvothermal technique. Thereafter, Cr-MOF was used as an anticorrosion additive for mild steel (MS) in 1 m HCl solution. This inhibition behavior was tested by electrochemical tests including electrochemical impedance spectroscopy and potentiodynamic polarization (PDP). Findings Increasing the added amount of Cr-MOF enhances its inhibition performance, which attained 96.40% at 30 ppm. The obtained data from PDP measurements describe Cr-MOF as a mixed-type inhibitor. Based on SEM/EDS and FTIR analysis, the adsorption of Cr-MOF on the surface of MS that prevents MS corrosion has been demonstrated. Furthermore, Langmuir model is the most adequate adsorption isotherm for the obtained experimental data. Originality/value This study revealed that NH2–MIL–101(Cr), an amine-functionalized chromium-based MOF (Cr(III)-MOF), is a potential corrosion inhibitor for MS in 1 m HCl solution.",16.3,7.1656441717791415,0.7239263803680982,0.6809815950920245,0.03067484662576687,0.012269938650306749,2.629449838187702,2022,9.507692307692308
https://doi.org/10.1108/acmm-06-2023-2832,Review on the application of stainless-clad bimetallic steel in the marine environment,2024,22,False,article,Anti-Corrosion Methods and Materials,"Purpose Stainless-clad bimetallic steels (SCBS) are widely investigated in some extremely environmental applications areas, such as polar sailing area and tropical oil and gas platforms areas, because of their excellent anticorrosion performance and relatively lower production costs. However, the properties of SCBS, including the mechanical strength, weldability and the anticorrosion behavior, have a direct relation with the manufacturing process and can affect their practical applications. This paper aims to review the application and the properties requirements of SCBS in marine environments to promote the application of this new material in more fields. Design/methodology/approach In this paper, the manufacturing process, welding and corrosion-resistant properties of SCBS were introduced systematically by reviewing the related literatures, and some results of the authors’ research group were also introduced briefly. Findings Different preparation methods, such as rolling composite, casting rolling composite, explosive composite, laser cladding and plasma arc cladding, as well as the process parameters, including the vacuum degree, rolling temperature, rolling reduction ratio, volume ratios of liquid to solid, explosive ratio and the heat treatment, influenced a lot on the properties of the SCBS through changing the interface microstructures. Otherwise, the variations in rolling temperature, pass, reduction and the grain size of clad steel also brought the dissimilarities of the mechanical properties, microhardness, bonding strength and toughness. Another two new processes, clad teeming method and interlayer explosive welding, deserve more attention because of their excellent microstructure control ability. The superior corrosion resistance of SCBS can alleviate the corrosion problem in the marine environment and prolong the service life of the equipment, but the phenomenon of galvanic corrosion should be noted as much as possible. The high dilution rate, welding process specifications and heat treatment can weaken the intergranular corrosion resistance in the weld area. Originality/value This paper summarizes the application of SCBS in marine environments and provides an overview and reference for the research of stainless-clad bimetallic steel.",31.4,7.1528662420382165,0.6401273885350318,0.5414012738853503,0.028662420382165606,0.01910828025477707,3.835671342685371,2024,5.735632183908046
https://doi.org/10.1108/acmm-03-2024-2988,Response surface methodology and experimental evaluation of the inhibitory properties of corn leaf extract for aluminum corrosion in acid media,2024,20,False,article,Anti-Corrosion Methods and Materials,"Purpose This study aims to develop eco-friendly corrosion inhibitors for aluminum in acidic media by evaluating the corrosion inhibition properties of corn leaf extract (CLE) using response surface methodology (RSM) and experiments. Design/methodology/approach The RSM was combined with experiments to evaluate the corrosion inhibition properties of CLE on aluminum in acid media. Findings The effectiveness of the inhibition increased with increasing inhibitor concentration and time but decreased with increasing temperature. The corrosion inhibition mechanism revealed the corrosion process is spontaneous exothermic physical adsorption. Thermodynamic parameters revealed an activation energy between 32.1 and 24.7 kJ/mol, energy of adsorption between −14.53 and −65.07 and Gibbs free energy of −10.12 kJ/mol which indicated the CLE exothermically spontaneously physisorbed. A model was generated to estimate the effect of the process parameters (inhibitor concentration, reaction time and temperature) using the RSM. Optimization of the process factors was also carried out using the RSM. The percentage inhibition efficiency obtained experimentally (85.61%) was closely comparable to 84.89% obtained by the theoretical technique (RSM). The SEM observations of the inhibited and uninhibited Al samples demonstrated that CLE is an effective corrosion inhibitor for aluminum in acid media. Originality/value Results herein provide novel information on the possible application of CLEs as effective eco-friendly corrosion inhibitors.",12.117647058823529,7.334951456310679,0.7135922330097088,0.6213592233009708,0.024271844660194174,0.019417475728155338,3.4869739478957915,2024,5.735632183908046
https://doi.org/10.1108/acmm-09-2024-3085,"A comprehensive review on corrosion management in oil and gas pipeline: methods and technologies for corrosion prevention, inspection and monitoring",2025,16,False,article,Anti-Corrosion Methods and Materials,"Purpose The pipeline infrastructure serves as a foundation for effective fluid transportation in the energy sector. Pipelines are designed to withstand various environmental conditions and critical situations to ensure safe and reliable operation. Despite the utilization of anti-corrosion material, corrosion remains unavoidable within the pipelines. This presents substantial challenges for the oil and gas industries, which may lead to economic losses, human harm and adverse environmental impacts. The purpose of this study is to comprehensively review and summarize current technologies and methodologies for the prevention, monitoring, and inspection of corrosion in oil and gas pipelines. Design/methodology/approach Implementing effective corrosion prevention methods, early detection strategies and accurate diagnosis techniques is essential to mitigate the extent of the damage. Early detection can be achieved through various inspection and monitoring technologies. Findings The paper identifies corrosion as an unavoidable issue in oil and gas pipelines. The paper reviews various inspection and monitoring technologies for the early detection of corrosion. The paper discusses the different sensors used in this context. Sensor detection technologies are also explored to identify the type, severity and corrosion rate. Originality/value This paper offers a comprehensive review of corrosion management methodologies and technologies specifically for oil and gas pipelines. It consolidates current practices and innovations in corrosion prevention, detection and monitoring. Furthermore, it details and evaluates the type of sensors used for corrosion management and an AI-driven approach for detecting and addressing corrosion-related issues.",16.714285714285715,7.3931623931623935,0.6709401709401709,0.5128205128205128,0.017094017094017096,0.017094017094017096,8.574162679425838,2025,1.8660714285714286
https://doi.org/10.1108/acmm-09-2024-3100,Evaluating novel piperazine derivatives as aluminum corrosion inhibitor: a computational study,2024,12,False,article,Anti-Corrosion Methods and Materials,"Purpose The aim of this study is to evaluate the corrosion inhibitory properties of three piperazine derivatives – Ethyl 5-(piperazine-1-yl) benzofuran-2-carboxylate (EPBC), 5-[4–(1-tert-butoxyethenyl) piperazin-1-yl]-1-benzofuran-2-carboxamide (BBPC) and Tert-butyl-4–(2-(ethoxycarbonyl)benzofuran-5-yl)-piperazine-1-carboxylate (TBPC) – on Al surfaces in the presence of hydrochloric acid (HCl). The research uses density functional theory (DFT) and molecular dynamics simulations to explore the effectiveness of these derivatives as corrosion inhibitors and to understand their adsorption behavior at the molecular level. Design/methodology/approach This study uses a computational approach using DFT at various levels (B3LYP/6–31+G(d,p), B3LYP/6–311+G(d,p), WB97XD/DGDZVP) to calculate essential quantum chemical parameters such as energy gap (ΔE), ionization energy (I), absolute electronegativity ( χ ), electron affinity (E), dipole moment (µ), absolute softness (s), fraction of electron transferred (ΔN) and absolute hardness ( η ). The Fukui function and local softness indices are used to assess the sites for electrophilic and nucleophilic attacks on the inhibitors. Molecular dynamics simulations are performed to analyze the adsorption behavior of these derivatives on the Al (110) surface using the adsorption locator method. Theoretical methods like DFT provide quantum chemical parameters, explaining inhibitor reactivity, whereas molecular dynamics simulate adsorption behavior on Al (110), both supporting and correlating with experimental inhibition efficiency trends. Findings This study demonstrates that all three piperazine derivatives exhibit strong adsorption on the Al surface, with high adsorption energies, good solubility and low toxicity, making them effective corrosion inhibitors in acidic environments. Among the three, TBPC showed superior inhibitory performance, particularly in the presence of HCl, due to its optimal electronic properties and stable adsorption on the Al (1 1 0) surface. Originality/value This research contributes to the field by combining DFT calculations and molecular dynamic simulations to evaluate the corrosion inhibition potential of piperazine derivatives comprehensively. This work advances the understanding of the adsorption mechanisms of organic inhibitors on metal surfaces and offers a detailed quantum chemical and adsorption behavior analysis.",31.0,7.622580645161291,0.7193548387096774,0.6129032258064516,0.016129032258064516,0.00967741935483871,2.092184368737475,2024,5.735632183908046
https://doi.org/10.1108/acmm-05-2025-3252,A review on life-cycle cost analysis of anticorrosion coating systems relevance to its economic evaluation and performance insights for the structures in marine and offshore environment,2025,7,False,article,Anti-Corrosion Methods and Materials,"Purpose This study aims to critically evaluate the methodologies, challenges and applications of life-cycle cost analysis (LCCA) in the selection and maintenance optimization of anticorrosion coating systems for marine and offshore infrastructure. Design/methodology/approach The study systematically synthesizes existing literature on protective coatings, their degradation mechanisms in marine environments and the evolving landscape of LCCA frameworks. It categorizes coating types, examines degradation pathways and assesses LCCA approaches ranging from deterministic models to probabilistic and reliability-based methodologies, with integration into risk-based inspection strategies. Findings LCCA proves indispensable for making economically rational decisions on coating systems under harsh marine conditions. Probabilistic models and risk-integrated frameworks offer improved accuracy over traditional deterministic approaches, particularly for high-value offshore assets. However, their effectiveness is limited by data scarcity, degradation complexity and uncertainty in failure consequences. Real-time monitoring and digital twin integration are highlighted as promising directions for adaptive LCCA. Originality/value By offering a comprehensive and critical appraisal of LCCA applications in the marine sector, particularly linking the performance characteristics of anticorrosion coating systems with their long-term economic implications, this work bridges the gap between theoretical cost models and practical coating strategies for offshore infrastructure.",23.5,8.23936170212766,0.7180851063829787,0.675531914893617,0.015957446808510637,0.010638297872340425,3.751196172248804,2025,1.8660714285714286
