doi,title,year,citations,is_oa,type,source_journal,abstract,ASL,MWL,LD,LC,JD,HD,NCC,ncc_group,mean_citations
https://doi.org/10.1016/j.corsci.2018.08.005,Self-healing mechanisms in smart protective coatings: A review,2018,811,True,article,Corrosion Science,"Self-healing coatings inspired by biological systems possess the ability to repair physical damage or recover functional performance with minimal or no intervention. This article provides a comprehensive and updated review on the advantages and limitations associated with common autonomous and non-autonomous self-healing mechanisms in protective organic coatings used for anti-corrosion purposes. The autonomous healing mechanisms are often enabled by embedding polymerizable healing agents or corrosion inhibitors in the coating matrices. For non-autonomous mechanisms, the healing effects are induced by external heat or light stimuli, which trigger the chemical reactions or physical transitions necessary for bond formation or molecular chain movement.",25.0,7.47,0.69,0.72,0.03,0.01,7.622976501305483,2018,106.38888888888889
https://doi.org/10.1016/j.corsci.2020.108641,Microbially influenced corrosion—Any progress?,2020,356,True,article,Corrosion Science,"Microbially influenced corrosion (MIC), is acknowledged to be the direct cause of catastrophic corrosion failures, with associated damage costs ranging to many billions of US$ annually. In spite of extensive research and numerous publications, fundamental questions relating to MIC remain unanswered. The following review provides an overview of current MIC research and stresses the lack of information related to MIC recognition, prediction and mitigation. The review establishes a link between management decisions and root causes. A holistic, proactive approach to MIC is suggested in which an entire system is considered, monitored and improved.",18.6,6.870967741935484,0.6989247311827957,0.7204301075268817,0.053763440860215055,0.053763440860215055,5.587722357865364,2020,63.71111111111111
https://doi.org/10.1016/j.corsci.2021.109939,Corrosion inhibitors: physisorbed or chemisorbed?,2021,331,True,article,Corrosion Science,"Adsorption mode of corrosion inhibitors is often determined by criteria based on the standard free energy of adsorption, with values greater than −20 kJ/mol attributed to physisorption and values smaller than −40 kJ/mol attributed to chemisorption. Several arguments are presented herein to show that these are not very reliable criteria to distinguish between physisorption and chemisorption. The most notable among them is that chemisorption may involve bond-breaking and bond-making that result in a rather “weak” standard adsorption free energy (or enthalpy). For this reason, more reliable criteria are recommended that are readily available in first-principle computational modeling studies. The strong molecule–surface interaction, involved in chemisorption, should also be detectable by spectroscopy.",22.2,7.171171171171171,0.6576576576576577,0.7117117117117117,0.02702702702702703,0.06306306306306306,8.969791203909374,2021,36.90163934426229
https://doi.org/10.1016/j.corsci.2020.108722,Selecting medium for corrosion testing of bioabsorbable magnesium and other metals – A critical review,2020,273,True,article,Corrosion Science,"Corrosion testing of bioabsorbable metallic materials is important at material selection stage and for understanding their degradation mechanisms. A large variety of different corrosive media has been reported for evaluating degradation performance. This review takes magnesium as an example and focuses on discussing the advantages, shortcomings and applicability of commonly used corrosive media. The discrepancies between the published results disclosing Mg corrosion behavior often originate from non-comparable test media. This indicates the urgent need for verified corrosion test protocols. The media selection criteria are outlined. Additionally, the discussion extends to the other bioabsorbable metallic materials, such as zinc and iron.",14.285714285714286,7.36,0.7,0.74,0.03,0.04,4.284966864318103,2020,63.71111111111111
https://doi.org/10.1016/j.corsci.2022.110666,"Corrosion and passive behavior of AlxCrFeNi3−x (x = 0.6, 0.8, 1.0) eutectic high entropy alloys in chloride environment",2022,265,True,article,Corrosion Science,"The corrosion and passive behavior of the as-cast Al x CrFeNi 3−x (x = 0.6, 0.8, 1.0 in molar ratio) high entropy alloys in 3.5 wt% NaCl solution at room temperature was investigated by the electrochemical impedance spectroscopy , potentiodynamic polarization measurement, Mott-Schottky measurement, X-ray photoelectron spectroscopy tests, and scanning Kelvin probe force microscopy. The increase of the Al content resulted in the decrease in corrosion resistance , which might be attributed to the reduction of stability and protection of passive films caused by composition difference. Furthermore, the p-type and n-type semiconductor properties of passive films were discussed.",14.0,6.724489795918367,0.7142857142857143,0.7755102040816326,0.05102040816326531,0.02040816326530612,7.898488120950325,2022,33.55072463768116
https://doi.org/10.1016/j.corsci.2015.06.035,SKPFM measured Volta potential correlated with strain localisation in microstructure to understand corrosion susceptibility of cold-rolled grade 2205 duplex stainless steel,2015,225,True,article,Corrosion Science,"Scanning Kelvin probe force microscopy (SKPFM) of annealed and cold-rolled grade 2205 duplex stainless steel has been correlated with microstructure analysis using electron back-scattered diffraction (EBSD). In annealed microstructure Volta potential differences indicated micro-galvanic coupling between ferrite and austenite reasoning selective dissolution of ferrite. The introduction of cold work reduced the difference between both phases, but the development of local extremes in Volta potential was observed. Microstructure analysis revealed the presence of larger misorientation concentrations at these sites, which can explain the changes in observed corrosion behaviour, from selective dissolution in the annealed condition to localised corrosion attack after cold-rolling.",25.0,7.72,0.71,0.76,0.04,0.02,3.4416826003824093,2015,65.375
https://doi.org/10.1016/j.corsci.2023.111017,Metastable pitting corrosion behavior and characteristics of passive film of laser powder bed fusion produced Ti–6Al–4V in NaCl solutions with different concentrations,2023,208,True,article,Corrosion Science,"This work investigated the metastable pitting corrosion mechanism of laser powder bed fusion (LPBF) produced Ti–6Al–4V. The passive films of samples were produced by potentiostatic polarization in NaCl solutions with different concentrations, and electrochemical measurements were employed to understand the influence of Cl - on the characteristics of passive films. The frequency of pitting nucleation and the pit dimension increase with increased Cl - concentration. The attack of Cl - promotes the dissolution of passive films. A higher density of oxygen vacancies is produced in passive film because of the ingressive Cl - , resulting in the condensation of voids and pitting corrosion .",20.8,6.538461538461538,0.6730769230769231,0.5865384615384616,0.0673076923076923,0.019230769230769232,7.578947368421053,2023,27.444444444444443
https://doi.org/10.1016/j.corsci.2020.108697,Towards understanding and prediction of atmospheric corrosion of an Fe/Cu corrosion sensor via machine learning,2020,198,True,article,Corrosion Science,"The atmospheric corrosion of carbon steel was monitored by a Fe/Cu type galvanic corrosion sensor for 34 days. Using a random forest (RF)-based machine learning approach, the impacts of relative humidity, temperature and rainfall were identified to be higher than those of airborne particles, sulfur dioxide, nitrogen dioxide, carbon monoxide and ozone on the initial atmospheric corrosion. The RF model demonstrated higher accuracy than artificial neural network (ANN) and support vector regression (SVR) models in predicting instantaneous atmospheric corrosion. The model accuracy can be further improved after taking into consideration of the significant effect of rust formation on the sensor.",25.0,6.87,0.69,0.74,0.09,0.02,3.107778165329613,2020,63.71111111111111
https://doi.org/10.1016/j.corsci.2023.111112,On the use of the Langmuir and other adsorption isotherms in corrosion inhibition,2023,187,True,article,Corrosion Science,"In corrosion inhibition studies, the standard adsorption Gibbs energy is often estimated via the linear regression of the Langmuir isotherm in the c/θ=1/K+c form, where both the intercept and the slope are estimated, although the Langmuir isotherm requires the slope of 1. Hence, c/θ=1/K+mc is actually used, where m is the slope. Herein, a theoretical basis for this equation is established. It is demonstrated to be an effective equation that can decently describe various adsorption models and provide relatively accurate estimates of the standard adsorption Gibbs energy, provided surface coverages are reliably determined experimentally. However, any significant deviation from the slope of 1 signals non-Langmuir adsorption due to inter-adsorbate interactions, multi-site adsorption, or surface heterogeneity. Among these three causes, only attractive inter-adsorbate interactions lead to a slope of less than 1.",21.833333333333332,6.847328244274809,0.6793893129770993,0.6717557251908397,0.022900763358778626,0.04580152671755725,6.813765182186235,2023,27.444444444444443
https://doi.org/10.1016/j.corsci.2020.108856,Simplistic correlations between molecular electronic properties and inhibition efficiencies: Do they really exist?,2020,176,True,article,Corrosion Science,"The often used simplistic correlations between molecular electronic parameters and experimentally determined corrosion inhibition efficiencies are critically evaluated for a set of 24 heterocyclic organic compounds, tested as corrosion inhibitors for copper in 3 wt.% NaCl aqueous solution. Twelve different molecular electronic descriptors—such as ionization potential, electron affinity, HOMO–LUMO gap, dipole moment—are tested and it is shown that none of them displays any noticeable correlation with the inhibition efficiency. Our results, therefore, cast serious doubt on reported correlations between such parameters and inhibition efficiency, obtained for only a few inhibitors, which are abundant in the literature. We also discuss some pros and cons of inhibition efficiency as a metric for evaluating the performance of corrosion inhibitors, and introduce a new metric termed inhibition power that uses the universal logarithmic scale and dimensionless decibel (dB) units.",27.0,7.17037037037037,0.674074074074074,0.7037037037037037,0.02962962962962963,0.02962962962962963,2.762469480292989,2020,63.71111111111111
